,actives,decoys,cid
20200,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@H]6CCCO6)N7CCNCC7,CCc1n[nH]cc1CN(C)C(=O)NC(c1ccncc1)c1cnc(N2CCOc3c(cc(C)c4c3CCC4)C2)nc1,156304040
20250,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@H]6CCCO6)N7CCOCC7,CC(NC(=O)Nc1ccccc1N(C(=O)c1ccncc1)C(=O)N1Cc2ccccc2C1)c1nccc(C2CC2)n1,156304060
20300,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)F)NCCOC,Cc1nn(C(=O)c2ccc(Nc3cccc(NC(=O)CNC(=O)Cc4ccccc4-n4cccn4)c3)cc2)cc1F,156304144
20350,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)CCOC)NC,CCCC(=O)Nc1ccccc1C(=O)N(CC)Cc1n[nH]c(-c2nn(Cc3ccncc3)nc2-c2ccccc2)n1,156304096
20400,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N(C)C7CC7,CCN(C(=O)c1cccnc1-c1ccc(C)cc1)c1nnc2n1-c1cc(Nc3cnc(C)nc3)ccc1CCN2C,156304021
20450,CN1CCN(CC1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7=NN(C=C7)C)C=C2,Cc1ccc(C=NC2CC2)c(-c2noc(-c3cnn(-c4cc5c(c(-c6nnc(C)n6C6CC6)c4)NCCN5)c3)n2)c1,156304068
20500,CCC1=CC(=C2C=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)NCCN(C)C,CCCN(C)C(Cc1ccccc1NCc1cc(N=c2cc[nH]nc2OC)[nH]n1)c1cccnc1-c1ccccc1,156304032
20550,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC(=C(C=C5)C(=O)N6CCC(CC6)(F)F)N,Cc1cc(F)cc(C(=O)Nc2c(C(=O)Nc3cccc(C(=N)N)c3)c(-c3ncn(-c4ccccc4)n3)nn2C)c1F,156304173
20600,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@H]6CCCO6)F)NCCOC,CCCN(C)Cc1[nH]c(C)c2c1NC(=O)CN(c1ccc(Cc3ccccc3F)cc1NC(=O)c1cn[nH]c1)C2=O,156304148
20650,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)N7CCOCC7,CCC(C)N(C)C(=O)c1ccc2c3c([nH]c2c1)CCN(C(=O)Nc1ccc(-n2nnc4ccccc4c2=O)cc1)C3,156304164
20700,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=NC(=NC=C6C=C5)NC7CC(C7)N)O)F,Cc1n[nH]c(N=c2c3c([nH]c4c2C=NCC4O)NC(C)(c2ccccc2F)N=C3)c1-c1c[nH]c(=O)c(=O)[nH]1,166626424
20750,CN(CCOC)C(=O)C1=CN(C2=NC=NC(=C12)N)[C@H]3[C@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)N6CCC6)O)F,CC(C#N)C1=NC(=O)C=C1CN1C(=O)CNC(=O)C1c1ccc(NC(=O)Nc2cc(F)cnc2-c2ccoc2)cc1,156327157
20800,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)NC7CC(C7)N)O)F,CC(=O)c1ccc(CNc2nc(-c3ccc(C4NNNC(=O)N4NC(=O)Nc4ccccc4)cc3F)c(C)[nH]2)cc1,156327043
20850,CC1(CCN(CC1)CC2=CC=C(C=C2)N3CC(=O)NC4(C3)CCN(CC4)C5=NC=NC(=C5)NCC6=CC=CC=C6)C,CC=CC=C1C(=N)C(C(=O)N2CCC(CCn3cnc(-c4ccccc4)n3)(N3CCCCC3)CC2)=CC=C1NCC,156596350
20900,C1C(CC1NC2=NC=C3C=CC(=CC3=N2)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=CC6=C(N=CN=C65)N)F)O)N,CC(=O)Nc1nc2ccccc2n(CC(Cc2nnc(-c3ccc(C)cc3F)n2N)C(N)=O)c1=O,166632702
20950,C1CN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)CO)C=C2,CC(C)(C)c1cnn(Cc2ccc(C=CC(=O)Nc3ccc(-c4cc(=O)[nH]cn4)cn3)cn2)c1,156304085
21000,CC(=O)C1=CN(C2=NC=NC(=C12)N)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)N6CCC6,Cc1nc2c(cnn2-c2ccc(NC(=O)Cc3n[nH]c(=O)c(-c4ccccc4)n3)cc2)c(C)c1C,156304171
21050,CS(=O)C1=CN(C2=NC=NC(=C12)N)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)N6CCC6,CC(C)(Cc1nc2ccccc2n(Cc2nnc(-c3ccccc3)s2)c1=O)NC(=O)NC1=CC=N1,156304029
21100,C1[C@H]2C=C[C@@H]([C@@H]1CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5)O2,Cc1ccccc1C(CC(=O)NC(C)c1ccnc(OC2COC2)c1)c1n[nH]c2cnccc12,156461943
21150,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H](C[C@@H](O3)N4C=CC5=C(N=CN=C54)N)O)N(C)C6CC6,CC(C#N)C(CO)NC(=O)C1CCCN(c2cc(C(=O)c3cnn(-c4ccccc4)c3)ccn2)C1,164570054
21200,CNC1=NC2=C(C=CC(=C2)OC[C@H]3C[C@H](C[C@@H]3O)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)C=C1,CNC1N=C(c2ccccc2C)NC1Nc1ccccc1C(=O)N1CC(=O)N(C)c2ccccc21,156327103
21250,C1CC1CNC2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)Cl)C=C2,O=C(CCCc1n[nH]c(-c2ccc(Cl)nc2)n1)N(Cc1ccncc1)c1ccc2c(c1)NCC2,156304102
21300,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)C4=CC=C(C=C4)CCNCC56CC(C5)(C6)F,O=C1NC(CO)CC=CCNc2cc(ccn2)C(C2CC=CCC2Nc2cc(F)ccc2Br)N1,171400793
21350,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)CC6CC6)F)O)C=C1,Cc1cc(F)ccc1NC(=O)Nc1cc(CNC(=O)c2cc[nH]c2)c(C2CNCC2C)n(C)c1=O,156327073
21400,CC(=O)N(CC1CCC1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,COc1cc(OC)cc(C(NC(=O)CN2CCc3[nH]cc(C)c3C2)n2cnc3ccccc32)c1,156442226
21450,C1CCN(C1)C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=C(C6=C(N=CN=C65)N)Br)O)O)C=C2,Cc1cnnc(OC2CNC(=O)C(CNC(=O)n3c4c([nH]c3=O)CCc3ccccc3-4)C2)c1CBr,166631878
21500,CNC1=NC2=C(C=CC(=C2)OCC3=CN=CC(=N3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)C=C1,C=c1[nH]c2c(C)ncc(-c3cnc(-n4nnc(C(=O)Nc5ccccc5)c4C4CC4)[nH]3)c2c1=CC,166039007
21550,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)C4=CN(C5=C4N=CN=C5N)C6CCCC6)C=C1,Cc1ccc(C2=CCC(NCc3ccc(-c4nnc5[nH]c(=O)[nH]n45)cc3)c3ccccc32)nc1C,156304076
21600,CC(C)C1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=C1)N6CCC6,CC=C1CNC=Cc2ncc(Nc3cn(Cc4nc(-c5ccccc5)ccc4OC)nc3C)nc21,156304140
21650,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3C[C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)O)C=C1,Cc1ccc(C(C)NC(=O)Nc2[nH]cnc2C=Cc2ccc(C3CCCCNC3=O)c(=O)[nH]2)cc1,156327128
21700,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NC=CO6)C=C1,CCn1nc2[nH]cc(CNC(=O)c3ccnc(-n4ccc(-c5cccc(NC)c5)n4)c3)c2cc1=O,156304118
21750,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)C4=CNC5=C4N=CN=C5N)NCCOC,CCNCc1c(C)cccc1NC(=O)Nc1cc(C(=O)Nc2ccc(-n3cccn3)cc2)ccn1,166039025
21800,CC1(CCN(CC1)CC2=CC=C(C=C2)N3CC4(CCN(CC4)C5=NC=NC(=C5)NC)NC3=O)C,CC1=NCC=C1CNc1cncc(CN2CCCC(NC(=O)N3CCc4ccccc4C3)C2)n1,156596352
21850,C1CN(C1)C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=C(C6=C(N=CN=C65)N)CO)F)O)C=C2,CCN1C(=N)NCC(NC(=O)NC2COC(C)(C(=O)Nc3cccc4c(C)cccc34)C2)C1=O,156326986
21900,C1C(CN1C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=CC6=C(N=CN=C65)N)F)O)C=C2)N,Cc1ccc(F)c(NC(=O)NC(C(=O)NCc2ncon2)c2ccc(NC3CCNC3)cc2)c1,156327040
21950,C1C(CN1CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)OCC(F)(F)F,Cc1ccc(CN(Cc2n[nH]c(C)c2CC(F)(F)F)C(=O)Nc2ccc3oc(=O)n(C)c3c2)cc1,156748906
22000,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=CN=CN=C54)C6CCCC6)C=C1,Cc1ccc(C=NN(C)C(=O)Cn2cnnc2Cc2c[nH]c3c4c(ccc23)CCCCC4)cc1,156304108
22050,CC1COC2=C(N1)C=C(C=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C,CCNC(=O)C1=C(Nc2cccc(-c3nnc(-c4nnn[nH]4)o3)c2)CC(C)(C)c2c(C)cccc21,156304119
22100,C1CC(C1)NC2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=CC6=C(N=CN=C65)N)F)O)C=C2,COc1c(F)cc(C)c2nc(C(C)NC(=O)Nc3ccc4c(c3)C(CC(N)=O)CCCN4)[nH]c12,156326944
22150,CC(C1CC1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)NC,Cc1ncccc1Nc1ncc2c(n1)C(C)N(C(=O)c1cccnc1)Cc1cc(CC(C)C)[nH]c1-2,156303999
22200,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=CC3=C(N=CN=C32)N)O)O)C4=CC5=C(C=C4)C=C(N5)CNCC67CC(C6)(C7)F,CC1CC2CNC(=O)NCC(=O)Nc3ccc(F)cc3NCc3ccccc3C3=C4C(C1=NN3)C42,171665616
22250,C1C2(CC1(C2)F)CNCCC/C=C/[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=CC=NN6)O)O,CNC(=O)c1[nH]c(CF)c(C(NC(=O)CCNC(=O)NC2CC3CC32C)c2ccncc2)c1C,163239329
22300,CC(C12CC(C1)(C2)F)NCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,C=C1c2cc3c(cc2C(Cn2[nH]c(C=Nc4ccccc4N)cc2=O)=CC(=O)N1CF)CCC3,156748977
22350,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)C=C1,Cc1ccc(Nc2c(C)cc(C)c(NC(=O)CC=Cc3ccncc3)c2C)c(-c2n[nH]c(C)n2)c1,156304013
22400,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)C=C1,Cc1ccc(-c2ccc(NC(=O)CNc3ccc(-c4n[nH]c(C5CCCCC5)n4)cn3)nc2)cc1,156304100
22450,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@H]6CCCO6)C=C1,CCCCN1C(=O)CC(C)C(NC(=O)Nc2cc3c([nH]c4c3cnn4C)c(C)n2)c2ccccc21,156304146
22500,COCC1=CN(C2=NC=NC(=C12)N)C3=CN=CC(=C3)COC4=CC5=C(C=C4)C=CC(=N5)N6CCC6,Cn1c(-c2ccccc2)ccc(NC(=O)CN2C=Nc3c(c4cc5[nH]ccc5nc4n3C)C2)c1=O,166039040
22550,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC(=C3)N4C=C(C5=C(N=CN=C54)N)Cl)C(=O)N)C=C1,CC(=Nc1nc(=O)c2c(C)ccn2[nH]1)C1=C(N)NC(=CNc2ccc3ccc(Cl)cc3c2)C1=O,156304079
22600,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)CC6CC6)C=C1,N#CCCN(CC(N)=O)c1ncccc1-c1nc2ccccc2n1Cc1cccc2cc[nH]c12,166039010
22650,C1CC1CNC2=NC3=C(C=CC(=C3)OCC4=CC(=CC=C4)N5C=C(C6=C(N=CN=C65)N)Cl)C=C2,O=C(NC1CC1)c1cnc(Nc2ccccc2CCCc2cn[nH]c2)nc1-c1cccc(Cl)c1,156304117
22700,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CC=C3)N4C=C(C5=C(N=CN=C54)N)CCN(C)C)C=C1,CCc1ccc(-c2nc(C)c(C)c(C(=O)Nc3cccc(CNc4ccncc4NC)c3)n2)cn1,166039043
22750,C1CCN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)Cl)C=C2,CCn1c(CC#CCNC(=O)Nc2cc(-n3nc(C)nc3C)ccc2C)nc2ccc(Cl)cc21,156304048
22800,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=C(N=C54)NC(=O)C=C)N)C=C1,Cc1cncc(NCCc2noc(-c3ccc(C)c(NC(=O)N4CCCc5n[nH]cc5C4)c3)n2)c1,166039038
22850,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)N6CCCC6,CCN(C)CCn1c(CNCc2ncc3c(=O)[nH]c4cc(C)cc(C)c4c3n2)nc2ccccc21,156304141
22900,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6CCCO6)C=C1,Cc1cc(C)c(C)c(NC(=O)Nc2ccc(-n3cc(C(=O)NC(C)c4cnn(C)c4)cn3)cc2)c1,156303956
22950,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)C=C1,Cc1ccccc1C(=O)Nc1[nH]nc(-c2cnn(C)c2)c1C1=NC(=Cc2ccccc2)C(=O)NC1,156304149
23000,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)CCC5=CC6=C(C=C5)C=CC(=N6)N,Cc1c[nH]c2cc(NCc3nccc(CNc4nccnc4Nc4ccccc4)n3)cc(C#N)c12,156304088
23050,C1[C@H]2C=C[C@@H]([C@H]1CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5)O2,CCCC1=C(c2ccc(C)cc2)C(c2nc(-c3ccc4c(c3)CC(C)C(=O)N4)no2)NC(=O)N1,156461960
23100,C1CCC(CC1)(CNCC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4)O,N#CC(=O)Nc1ccc2c(c1)NC(=O)C2NC(=O)Nc1cccc(CCCc2ccccc2)c1,156461947
23150,CC(C)(C)OC1CN(C1)CC2=CC3=C(N2)C=C(C=C3)CNC(=O)C4=CC(=O)N5C=CC=CC5=N4,Cc1ccc(C(=O)NN=C2C=C(c3cccnc3)C(=O)NC2=Cc2ccc(CN(C)C)o2)cc1,156461661
23200,C1CCC2(CC1)CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,Cc1ccccc1-c1ccn2c(CNC(=O)c3ccc4c(c3C)CC(C)CNC4=O)nnc2c1,156461628
23250,C1C2(CC1(F)F)CN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,O=C(C=Cc1ccc(F)c(F)c1)Nc1ccc(C(=O)NC2CCc3nc(C4CC4)nn3C2)cc1,156748956
23300,C1C2(CC1(C2)CF)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,O=C(NC1CCCC1)c1nn2ncc3c(-c4cccc(NC(=O)C5CC=CC5)c4)cc(F)c1c32,156748905
23350,COC12CC(C1)(C2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CCCCNc1ccc(NC(=O)c2ccc(=CC=C3OC4NCCN4C3=O)c3c2C=CN=3)cc1,156748890
23400,C1CCC2(C1)CCN(C2)CC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CC(C)(C)c1cccc(-n2nc(CCc3ncc(C4CCc5ccccc54)c(O)n3)[nH]c2=O)c1,156461722
23450,C1C2(CC1(C2)C#N)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,O=C(CCC(=O)N1CCc2ccccc2C1)Nc1ccc(CCc2n[nH]c3nccn23)cc1,156748966
23500,C1C[C@H]2[C@@H](C[C@@H]1O2)CNCC3=CC4=C(N3)C=C(C=C4)CNC(=O)C5=CC(=O)N6C=CC=CC6=N5,CC(=CC(=O)Nc1ccc(C)cc1)C(C)C=c1[nH]c2nc3cc4c(cc3n2c1=O)CCNC4,166635206
23550,C1[C@@H]([C@H]([C@H]([C@@H]1N2C=C(C3=C(N=CN=C32)N)Br)O)O)C4=CC=CC(=C4)CCNCC56CC(C5)(C6)F,CCc1[nH]nc(C)c1CC1C(C(=O)NC(COC)Cc2cc(C)n[nH]2)C1c1ccc(Br)c(F)c1,163239249
23600,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6CC6)F)O)C=C1,CCCC(O)c1nnn(-c2ccc(C3(C(=O)Nc4ccc(C)cc4F)NCCON3)cc2)c1C,166626015
23650,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C(F)(F)F)F)O)C=C1,CC1NC2(NN=C(C(C=C(F)F)=CC(F)F)O2)c2c(CNC(C)c3ccccc3)c(=O)[nH]n2C1=O,156326999
23700,CC1=CN(C2=NC=NC(=C12)N)[C@H]3[C@@H]([C@@H]([C@H](O3)COC4=CC5=C(C=C4)C=CC(=N5)NCC6CC6)O)O,COc1cccc(C(=O)Nc2cc(NCc3nc[nH]n3)cc(C(=O)N3CCC4CCCC43)c2)c1O,166630753
23750,C1CC1C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=C(C6=C(N=CN=C65)N)Br)F)O)C(=C2)N,CC(Nc1cc(Br)ccc1F)=C(CC(=O)Nc1cc[nH]n1)C(=O)NC1(C#N)CCCC(C)C1O,156327068
23800,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)CC6CC6)O)O)C=C1,CC1(C)C(C(=O)NC2CC2)C(NCC2=CCC=C2)CN1C(=O)Nc1ccc2[nH]c(=O)[nH]c(=O)c2c1,156327126
23850,CNC1=NC2=C(C=CC(=C2)OC[C@@H]3[C@H](C[C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6CCCC6)O)C=C1,CCN1CCOC(c2ncc(CC(=O)NCc3cccc4[nH]cnc34)c(-c3ccccc3O)n2)C1,156296084
23900,CC1(CCN(CC1)CC2=CC=C(C=C2)N3CC(=O)NC4(C3)CCN(CC4)C5=NC=NC(=C5)NC)C,C=CC=C1NC2=NC(CCN3CCN(C(=O)C4CCCCC4)CC3)=NC(=CC3=CCC=C3C)N2N1,156596351
23950,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N(C)CC7CC7,Cc1ccccc1C(=O)Nc1ccc(C)c(-c2cc(-n3ncc4nc(-n5nc(C6CN6)nc5C5CC5)ccc43)c[nH]2)c1,156304016
24000,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC(CC7)(F)F,Cc1c(CCc2cc(NC(=O)c3nc4ncc5ccccc5n4n3)ccc2NCc2nnc(C)n2C)ccc(F)c1F,156304050
24050,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)N7CCNCC7,CCc1ccc(-c2ccc(NC(=O)NCc3cc(C=CN=c4[nH]nnn4C)n(-c4ccc(C)cc4)n3)cc2)cc1,156304015
24100,CCC1=CC(=C2C(=N1)C=C(C=N2)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)O)O)NCCOC,CCCC(CC)n1nccc1C(C)Nc1ccccc1NC(=O)c1ccc(CC(=O)Nn2c(=O)[nH]c(=O)[nH]c2=O)nc1,164570051
24150,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC6=C(C=C5)C=CC(=N6)N(C)CCS(=O)(=O)C,Cc1csc(CN(C(=O)NCc2nc(-c3ccccc3)nc(=O)[nH]2)C(C)C(=O)N(C)c2cccc(-c3cn[nH]c3)c2)n1,156304037
24200,CCC1=CC(=C2C(=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)NCCOC,Cc1ccc(-n2c(CCNC(=O)c3cc(C)cc(F)c3)nnc2-c2cccc(C=NNC(=O)c3n[nH]nc3C)c2)cc1,156731597
24250,CCC1=CC(=C2C(=CC(=CC2=N1)CCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)NCCOC,CCn1c(=O)[nH]c2c1c(C)nc1cc(CNCc3ccc(-c4ccc(F)c(NC=Cc5cccnc5)c4)cc3)nn12,156731600
24300,CC(=O)NC1CN(C1)C2=NC3=C(C=CC(=C3)OCC4=CC(=CN=C4)N5C=C(C6=C(N=CN=C65)N)C7=NN(C=C7)C)C=C2,Cc1nc(CNC(=O)CCn2cccc2C(=O)N2CCN(c3cccc(C=CC=N)n3)CC2)c2[nH]c3cnccc3n12,156304071
24350,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H](C[C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)O)N(C)CC7CC7,Cc1cc(C)c2c(c1)C(N(CCC(=O)NCC(=N)N)C(=O)c1ccc(-c3nc(-c4cnccn4)no3)cc1)CCC2C,166628254
24400,C1CN(C1)C2=NC3=C(C=CC(=C3)OC[C@@H]4[C@H]([C@@H]([C@@H](O4)N5C=C(C6=C(N=CN=C65)N)N7C=CC(=N7)C(F)(F)F)F)O)C=C2,CCC(=O)NC1=Nc2n[nH]c3[nH]c(=O)cc(c23)C1=NC(=O)N1CCc2c(c3cccc4c3n2C(C(F)(F)F)C4)C1C,156327035
24450,CCC1=CC(=C2C=CC(=CC2=N1)OC[C@@H]3[C@H]([C@@H]([C@@H](O3)N4C=C(C5=C(N=CN=C54)N)C6=NN(C=C6)C)F)O)N(C)C7CC7,CC(=O)NC(c1ccnc2nc(C=CC3=Cc4cc(F)ccc4CNC3=O)nn12)C(C)C(=O)Nc1cc(C)nc(C)c1,156327002
24500,CNC1=NC2=C(C=CC(=C2)OCC3=CC(=CN=C3)N4C=CC5=C(N=CN=C54)N)C(=C1)CCCN6CCOCC6,CN(C)c1ccccc1N(CC(=O)NCc1ccncc1)C(=O)Nc1ccc2c(c1)nc1n2N=CCC1(C)C,156304116
24550,CC1=COC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)N7CCC7)O)F,Cc1nn(CC(NC(=O)C2CNCO2)c2cc3c(cc2F)=COOCC=3)cc1-c1cc(-c2cccnc2)[nH]n1,156327034
24600,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC(=C(C=C5)C(=O)N(C)CCOC)N,CNC(=O)C(=Cc1ccccc1)NC(=O)Nc1ccc2c(c1)n(-c1cc[nH]n1)c(=O)n2Cc1ccccn1,156304059
24650,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)COC5=CC(=C(C=C5)C(=O)N6CCNCC6)N,CNC(=O)CCc1nc(C=C2NC(=O)C=C(C3CC3)N2)n(-c2nc3ccc(-n4ccnc4)cc3[nH]2)n1,156304166
24700,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)C4=CN=CC(=C4)CS(=O)C5=CC6=C(C=C5)C=CC(=N6)N7CCC7,CNc1ccc(C)c(-n2nc(C(=O)Nc3cc4c5c(cnn5CCC4)c3)nc2CCc2csc(C)n2)c1C#N,156303940
24750,CCC1=CC(=C2C=CC(=CC2=N1)OCC3=CC(=CN=C3)N4C=C(C5=C(N=CN=C54)N)[C@@H]6CCCO6)NC(=O)C,Cc1ncccc1COc1ccccc1NC(=O)C1CN(C(=O)c2cnn3cccnc23)c2ccccc2N1,156304122
24800,CN1C=CC(=N1)C2=CN(C3=NC=NC(=C23)N)[C@H]4[C@H]([C@@H]([C@H](O4)COC5=CC6=C(C=C5)C=CC(=N6)C7CCC7)O)F,CCCCN(Nc1nc2c(NC(=O)N3CCCC3C)cnc(-c3ccc(F)cc3)c2c(=O)[nH]1)C(=O)C1CC1C,156327135
